concept,games,credits,credits_n,credits_confidence,licence,licence_confidence,licence_source,identical_art,distinct_art,images,category,mods,minetest_game,mineclonia,mineclone2,asuna
furnace_top,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_furnaces",default_furnace_top,default_furnace_top,default_furnace_top,default_furnace_top
gold_block,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_gold_block,default_gold_block,default_gold_block,default_gold_block
gold_ingot,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_gold_ingot,default_gold_ingot,default_gold_ingot,default_gold_ingot
gui_furnace_arrow_bg,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_furnaces",gui_furnace_arrow_bg,gui_furnace_arrow_bg,gui_furnace_arrow_bg,gui_furnace_arrow_bg
gui_furnace_arrow_fg,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_furnaces",gui_furnace_arrow_fg,gui_furnace_arrow_fg,gui_furnace_arrow_fg,gui_furnace_arrow_fg
header,4,,0,game,CC BY-SA 3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0 | GPL-3.0,game,LEGAL.md | LICENSE | LICENSE.txt,no,4,4,other,,header,header,header,header
icon,4,,0,game,CC BY-SA 3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0 | GPL-3.0,game,LEGAL.md | LICENSE | LICENSE.txt,no,4,4,other,,icon,icon,icon,icon
jungletree,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_jungletree,default_jungletree,default_jungletree,default_jungletree
jungletree_top,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_jungletree_top,default_jungletree_top,default_jungletree_top,default_jungletree_top
junglewood,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_junglewood,default_junglewood,default_junglewood,default_junglewood
mossycobble,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,3,4,"item,other","default,mcl_core",default_mossycobble,default_mossycobble,default_mossycobble,default_mossycobble
obsidian,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_obsidian,default_obsidian,default_obsidian,default_obsidian
paper,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_paper,default_paper,default_paper,default_paper
papyrus,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,3,4,"item,other","default,mcl_core",default_papyrus,mcl_core_papyrus,mcl_core_papyrus,default_papyrus
rail_crossing,4,,0,game,CC BY 3.0 / CC0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/carts/license.txt | mods/minetest_game/carts/license.txt,no,2,4,"entity,other","carts,mcl_minecarts",carts_rail_crossing,default_rail_crossing,default_rail_crossing,carts_rail_crossing
rail_curved,4,,0,game,CC BY 3.0 / CC0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/carts/license.txt | mods/minetest_game/carts/license.txt,no,2,4,"entity,other","carts,mcl_minecarts",carts_rail_curved,default_rail_curved,default_rail_curved,carts_rail_curved
rail_t_junction,4,,0,game,CC BY 3.0 / CC0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/carts/license.txt | mods/minetest_game/carts/license.txt,no,2,4,"entity,other","carts,mcl_minecarts",carts_rail_t_junction,default_rail_t_junction,default_rail_t_junction,carts_rail_t_junction
sand,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_sand,default_sand,default_sand,default_sand
screenshot,4,,0,game,CC BY-SA 3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0 | GPL-3.0,game,LEGAL.md | LICENSE | LICENSE.txt,no,4,4,other,,screenshot,screenshot,screenshot,screenshot
screwdriver,4,,0,game,CC BY-SA 3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,mod,LEGAL.md | mods/ITEMS/screwdriver/license.txt | mods/minetest_game/screwdriver/license.txt,no,3,4,"item,other",screwdriver,screwdriver,screwdriver,screwdriver,screwdriver
snow,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_snow,default_snow,default_snow,default_snow
steel_block,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_steel_block,default_steel_block,default_steel_block,default_steel_block
steel_ingot,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_steel_ingot,default_steel_ingot,default_steel_ingot,default_steel_ingot
stick,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_core",default_stick,default_stick,default_stick,default_stick
stone_brick,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,3,4,"item,other","default,mcl_core",default_stone_brick,default_stone_brick,default_stone_brick,default_stone_brick
tool_diamondaxe,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_diamondaxe,default_tool_diamondaxe,default_tool_diamondaxe,default_tool_diamondaxe
tool_diamondpick,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_diamondpick,default_tool_diamondpick,default_tool_diamondpick,default_tool_diamondpick
tool_diamondshovel,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_diamondshovel,default_tool_diamondshovel,default_tool_diamondshovel,default_tool_diamondshovel
tool_diamondsword,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_diamondsword,default_tool_diamondsword,default_tool_diamondsword,default_tool_diamondsword
tool_steelaxe,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_steelaxe,default_tool_steelaxe,default_tool_steelaxe,default_tool_steelaxe
tool_steelpick,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_steelpick,default_tool_steelpick,default_tool_steelpick,default_tool_steelpick
tool_steelshovel,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_steelshovel,default_tool_steelshovel,default_tool_steelshovel,default_tool_steelshovel
tool_steelsword,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,3,4,"item,other","default,mcl_tools",default_tool_steelsword,default_tool_steelsword,default_tool_steelsword,default_tool_steelsword
tool_stoneaxe,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,3,4,"item,other","default,mcl_tools",default_tool_stoneaxe,default_tool_stoneaxe,default_tool_stoneaxe,default_tool_stoneaxe
tool_stonepick,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,3,4,"item,other","default,mcl_tools",default_tool_stonepick,default_tool_stonepick,default_tool_stonepick,default_tool_stonepick
tool_stoneshovel,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,3,4,"item,other","default,mcl_tools",default_tool_stoneshovel,default_tool_stoneshovel,default_tool_stoneshovel,default_tool_stoneshovel
tool_stonesword,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,3,4,"item,other","default,mcl_tools",default_tool_stonesword,default_tool_stonesword,default_tool_stonesword,default_tool_stonesword
tool_woodaxe,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_woodaxe,default_tool_woodaxe,default_tool_woodaxe,default_tool_woodaxe
tool_woodpick,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_woodpick,default_tool_woodpick,default_tool_woodpick,default_tool_woodpick
tool_woodshovel,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_woodshovel,default_tool_woodshovel,default_tool_woodshovel,default_tool_woodshovel
tool_woodsword,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_tools",default_tool_woodsword,default_tool_woodsword,default_tool_woodsword,default_tool_woodsword
torch_on_floor,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_torches",default_torch_on_floor,default_torch_on_floor,default_torch_on_floor,default_torch_on_floor
torch_on_floor_animated,4,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/default/license.txt | mods/minetest_game/default/license.txt,no,2,4,"item,other","default,mcl_torches",default_torch_on_floor_animated,default_torch_on_floor_animated,default_torch_on_floor_animated,default_torch_on_floor_animated
top,3,,0,game,CC BY-SA 3.0 | CC BY-SA 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/bones/license.txt | mods/minetest_game/bones/license.txt,no,8,10,"item,other","bones,mcl_blackstone,mcl_copper,mcl_deepslate,mcl_jukebox,mcl_smithing_table,mcl_stonecutter,tnt","bones_top,tnt_top","mcl_blackstone_top,mcl_copper_top,mcl_deepslate_top,mcl_jukebox_top,mcl_smithing_table_top,mcl_stonecutter_top",,"bones_top,tnt_top"
trapdoor_side,3,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0 | CC0 | GPL-3.0,ambiguous,LEGAL.md | LICENSE | mods/biomes/nightshade/license.txt,no,9,10,"item,other","badland,doors,frost_land,mcl_bamboo,mcl_cherry_blossom,mcl_copper,mcl_mangrove,mcl_pale_oak,nightshade",doors_trapdoor_side,"mcl_bamboo_trapdoor_side,mcl_cherry_blossom_trapdoor_side,mcl_copper_trapdoor_side,mcl_mangrove_trapdoor_side,mcl_pale_oak_trapdoor_side",,"badland_trapdoor_side,doors_trapdoor_side,frost_land_trapdoor_side,nightshade_trapdoor_side"
trapdoor,3,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0 | CC0 | GPL-3.0,ambiguous,LEGAL.md | LICENSE | mods/biomes/nightshade/license.txt,no,8,9,"item,other","badland,doors,frost_land,mcl_cherry_blossom,mcl_copper,mcl_mangrove,mcl_pale_oak,nightshade",doors_trapdoor,"mcl_cherry_blossom_trapdoor,mcl_copper_trapdoor,mcl_mangrove_trapdoor,mcl_pale_oak_trapdoor",,"badland_trapdoor,doors_trapdoor,frost_land_trapdoor,nightshade_trapdoor"
side,3,,0,game,CC BY-SA 3.0 | CC BY-SA 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/bones/license.txt | mods/minetest_game/bones/license.txt,no,6,8,"item,other","bones,mcl_blackstone,mcl_jukebox,mcl_smithing_table,mcl_stonecutter,tnt","bones_side,tnt_side","mcl_blackstone_side,mcl_jukebox_side,mcl_smithing_table_side,mcl_stonecutter_side",,"bones_side,tnt_side"
bottom,3,,0,game,CC BY-SA 3.0 | CC BY-SA 3.0 / CC0 / public domain | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/bones/license.txt | mods/minetest_game/bones/license.txt,no,4,6,"item,other","bones,mcl_smithing_table,mcl_stonecutter,tnt","bones_bottom,tnt_bottom","mcl_smithing_table_bottom,mcl_stonecutter_bottom",,"bones_bottom,tnt_bottom"
